telepulesnev;kshk5;jogallas;terulet;lakonepesseg;lakasszam;nepsuruseg
Ibrány;25636;város;6 043;6 634;2 397;109,78
Igal;11192;város;3 606;1 304;627;36,16
Igar;17738;község;4 119;893;502;21,68
Igrici;25399;község;1 947;1 177;444;60,45
Iharos;19619;község;2 268;446;197;19,66
Iharosberény;27784;község;4 966;1 257;482;25,31
Ikervár;11387;község;3 534;1 776;670;50,25
Iklad;03300;község;1 121;1 996;681;178,06
Iklanberény;29504;község;296;41;38;13,85
Iklódbördõce;13921;község;1 230;273;137;22,20
Ikrény;20604;község;1 558;1 862;627;119,51
Iliny;26833;község;646;156;90;24,15
Ilk;09654;község;1 456;1 227;412;84,27
Illocska;31936;község;1 510;268;96;17,75
Imola;16577;község;1 812;85;69;4,69
Imrehegy;08095;község;7 031;691;322;9,83
Ináncs;08086;község;1 094;1 210;416;110,60
Inárcs;32106;nagyközség;2 253;4 510;1 608;200,18
Inke;26301;község;5 176;1 149;431;22,20
Ipacsfa;29948;község;601;189;82;31,45
Ipolydamásd;28097;község;1 160;346;197;29,83
Ipolyszög;01508;község;607;596;221;98,19
Ipolytarnóc;03328;község;1 366;438;206;32,06
Ipolytölgyes;04978;község;1 367;428;124;31,31
Ipolyvece;29319;község;1 383;763;353;55,17
Iregszemcse;04701;község;5 834;2 600;1 055;44,57
Irota;05005;község;1 234;75;58;6,08
Isaszeg;07807;város;5 483;11 402;3 876;207,95
Ispánk;07977;község;692;98;63;14,16
Istenmezeje;10074;község;3 279;1 498;699;45,68
Istvándi;21333;község;3 030;549;184;18,12
Iszkaszentgyörgy;32018;község;2 627;1 971;744;75,03
Iszkáz;28015;község;1 574;317;188;20,14
Isztimér;02200;község;5 388;973;374;18,06
Ivád;13879;község;1 194;360;198;30,15
Iván;31635;község;5 474;1 281;466;23,40
Ivánbattyán;03337;község;613;119;62;19,41
Ivánc;31680;község;1 714;689;225;40,20
Iváncsa;13462;község;2 517;2 762;1 032;109,73
Ivándárda;03346;község;767;217;104;28,29
Izmény;27711;község;1 373;459;201;33,43
Izsák;21999;város;11 376;5 546;2 761;48,75
Izsófalva;05591;nagyközség;941;1 733;625;184,17
Jágónak;09326;község;1 540;247;117;16,04
Ják;13958;község;4 495;2 566;941;57,09
Jakabszállás;17923;község;7 086;2 554;1 259;36,04
Jákfa;06406;község;2 011;500;239;24,86
Jákfalva;20233;község;906;504;144;55,63
Jákó;15927;község;1 669;628;245;37,63
Jánd;17075;község;1 654;769;281;46,49
Jánkmajtis;07843;község;2 503;1 748;649;69,84
Jánoshalma;09469;város;13 221;8 442;4 436;63,85
Jánosháza;11679;város;2 341;2 465;1 076;105,30
Jánoshida;22859;község;3 479;2 378;1 137;68,35
Jánossomorja;29221;város;14 894;6 075;2 218;40,79
Járdánháza;26657;község;1 124;1 847;643;164,32
Jármi;17589;község;1 237;1 291;502;104,37
Jásd;17437;község;1 028;689;341;67,02
Jászágó;22929;község;3 693;695;415;18,82
Jászalsószentgyörgy;30711;község;4 767;3 256;1 560;68,30
Jászapáti;22202;város;7 816;8 406;3 656;107,55
Jászárokszállás;22105;város;7 717;7 662;3 775;99,29
Jászberény;18209;város;22 135;26 360;12 242;119,09
Jászboldogháza;15811;község;5 531;1 685;816;30,46
Jászdózsa;17978;község;4 286;2 122;1 136;49,51
Jászfelsõszentgyörgy;23579;község;3 928;1 902;784;48,42
Jászfényszaru;23339;város;7 616;5 619;2 661;73,78
Jászivány;24086;község;3 951;356;217;9,01
Jászjákóhalma;25186;község;4 504;2 792;1 369;61,99
Jászkarajenõ;11004;község;6 515;2 609;1 390;40,05
Jászkisér;22798;város;13 011;5 285;2 220;40,62
Jászladány;21111;nagyközség;9 273;5 485;2 301;59,15
Jászszentandrás;13514;község;4 433;2 383;1 537;53,76
Jászszentlászló;08378;község;6 034;2 465;1 253;40,85
Jásztelek;23135;község;4 115;1 645;708;39,98
Jéke;13143;község;632;766;270;121,20
Jenõ;15972;község;556;1 250;531;224,82
Jobaháza;06646;község;806;557;188;69,11
Jobbágyi;08712;község;1 784;2 071;861;116,09
Jósvafõ;15680;község;2 155;210;175;9,74
Juta;17279;község;1 923;1 120;427;58,24
Kaba;02307;város;9 504;5 681;2 382;59,77
Kacorlak;22965;község;760;203;90;26,71
Kács;32993;község;1 670;426;335;25,51
Kacsóta;04297;község;951;254;100;26,71
Kadarkút;26453;város;3 974;2 424;960;61,00
Kajárpéc;12113;község;3 189;1 284;575;40,26
Kajászó;21342;község;2 398;1 054;414;43,95
Kajdacs;14100;község;3 773;1 198;526;31,75
Kakasd;02033;község;2 079;1 656;620;79,65
Kákics;06415;község;1 489;204;89;13,70
Kakucs;32230;község;2 180;2 991;1 046;137,20
Kál;32179;nagyközség;3 481;3 373;1 358;96,90
Kalaznó;23791;község;1 835;117;101;6,38
Káld;29957;község;4 244;1 029;479;24,25
Kálló;08642;község;3 697;1 517;531;41,03
Kallósd;05537;község;541;96;72;17,74
Kállósemjén;31404;nagyközség;5 452;3 543;1 531;64,99
Kálmáncsa;06105;község;4 885;616;245;12,61
Kálmánháza;27225;község;3 725;1 794;748;48,16
Kálócfa;21500;község;1 021;153;91;14,99
Kalocsa;06442;város;5 318;15 765;7 797;296,45
Káloz;16683;község;4 779;2 323;893;48,61
Kám;04640;község;1 530;417;199;27,25
Kamond;19141;község;2 050;419;168;20,44
Kamut;04279;község;6 048;1 007;520;16,65
Kánó;07764;község;1 378;165;90;11,97
Kántorjánosi;02671;község;4 162;2 092;867;50,26
Kány;25742;község;921;47;49;5,10
Kánya;05272;község;1 452;410;213;28,24
Kányavár;04473;község;420;114;82;27,14
Kapolcs;14553;község;1 398;379;210;27,11
Kápolna;15307;község;2 151;1 471;566;68,39
Kápolnásnyék;21926;község;4 150;3 664;1 563;88,29
Kapoly;33394;község;2 237;653;333;29,19
Kaposfõ;09098;község;2 726;1 540;588;56,49
Kaposgyarmat;28811;község;1 107;91;36;8,22
Kaposhomok;25867;község;1 148;452;143;39,37
Kaposkeresztúr;12663;község;1 980;351;132;17,73
Kaposmérõ;18227;község;1 398;2 448;864;175,11
Kapospula;23296;község;1 980;856;359;43,23
Kaposújlak;15732;község;893;738;271;82,64
Kaposvár;20473;megyeszékhely, megyei jogú város;11 359;62 446;29 229;549,75
Kaposszekcsõ;18962;község;1 562;1 466;640;93,85
Kaposszerdahely;06424;község;885;909;353;102,71
Káptalanfa;14270;község;3 371;788;321;23,38
Káptalantóti;05634;község;1 173;468;200;39,90
Kapuvár;28334;város;9 605;10 384;4 427;108,11
Kára;05351;község;537;35;45;6,52
Karácsond;05935;község;3 160;2 892;1 269;91,52
Karád;05263;község;5 238;1 489;840;28,43
Karakó;10913;község;1 035;190;106;18,36
Karakószörcsök;08749;község;711;266;130;37,41
Karancsalja;18625;község;1 254;1 495;638;119,22
Karancsberény;25548;község;2 314;817;388;35,31
Karancskeszi;08855;község;3 168;1 819;807;57,42
Karancslapujtõ;21041;község;1 935;2 491;1 044;128,73
Karancsság;26897;község;2 139;1 266;420;59,19
Kárász;05999;község;802;315;151;39,28
Karcag;04923;város;36 863;19 880;8 197;53,93
Karcsa;21218;község;4 369;1 817;659;41,59
Kardos;24794;község;4 279;596;365;13,93
Kardoskút;12177;község;7 658;822;413;10,73
Karmacs;18041;község;1 422;797;357;56,05
Károlyháza;34351;község;1 125;533;163;47,38
Karos;30508;község;1 532;474;206;30,94
Kartal;30696;nagyközség;2 912;5 655;1 919;194,20
Kásád;17464;község;1 329;280;133;21,07
Kaskantyú;30605;község;5 828;977;525;16,76
Kastélyosdombó;08411;község;1 308;271;104;20,72
Kaszaper;22752;község;3 357;1 809;875;53,89
Kaszó;34193;község;2 248;91;67;4,05
Katádfa;06965;község;439;138;59;31,44
Katafa;26620;község;481;339;163;70,48
Kátoly;19132;község;875;279;144;31,89
Katymár;11280;község;7 109;1 709;904;24,04
Káva;27827;község;1 131;671;293;59,33
Kávás;32063;község;664;256;99;38,55
Kazár;28389;község;3 039;1 778;775;58,51
Kazincbarcika;06691;város;3 664;26 706;12 816;728,88
Kázsmárk;13374;község;1 248;955;280;76,52
Kazsok;26888;község;1 071;329;125;30,72
Kecel;19789;város;11 448;8 447;3 820;73,79
Kecskéd;04525;község;1 108;1 973;711;178,07
Kecskemét;26684;megyeszékhely, megyei jogú város;32 257;110 813;50 415;343,53
Kehidakustány;32902;község;1 975;1 166;635;59,04
Kék;28431;község;2 199;1 884;659;85,68
Kékcse;14359;község;1 823;1 498;492;82,17
Kéked;15264;község;1 301;150;132;11,53
Kékesd;16805;község;811;154;93;18,99
Kékkút;26037;község;368;64;43;17,39
Kelebia;27571;község;6 670;2 490;1 261;37,33
Keléd;32036;község;872;95;51;10,89
Kelemér;12034;község;1 881;488;176;25,94
Kéleshalom;18166;község;6 163;445;281;7,22
Kelevíz;17446;község;491;318;127;64,77
Kemecse;19992;város;3 894;4 817;1 672;123,70
Kemence;22345;község;4 275;933;539;21,82
Kemendollár;25353;község;1 607;510;206;31,74
Kemeneshõgyész;19734;község;2 608;472;239;18,10
Kemeneskápolna;16911;község;497;100;68;20,12
Kemenesmagasi;12247;község;3 319;814;439;24,53
Kemenesmihályfa;13426;község;1 781;501;233;28,13
Kemenespálfa;20996;község;1 372;362;155;26,38
Kemenessömjén;24484;község;1 605;566;228;35,26
Kemenesszentmárton;20084;község;429;190;95;44,29
Kemenesszentpéter;12478;község;2 135;606;298;28,38
Keménfa;06071;község;1 489;89;48;5,98
Kémes;10542;község;689;433;188;62,84
Kemestaródfa;22716;község;635;196;116;30,87
Kemse;06789;község;896;64;37;7,14
Kenderes;17145;város;11 124;4 365;1 943;39,24
Kenéz;02574;község;717;265;111;36,96
Kenézlõ;05458;község;2 296;1 123;537;48,91
Kengyel;07418;község;7 914;3 538;1 402;44,71
Kenyeri;09937;község;3 396;819;451;24,12
Kercaszomor;26596;község;1 287;180;125;13,99
Kercseliget;14386;község;1 947;357;163;18,34
Kerecsend;28079;község;2 458;2 329;750;94,75
Kerecseny;31529;község;1 283;217;147;16,91
Kerekegyháza;22530;város;8 128;6 484;2 798;79,77
Kerekharaszt;34379;község;1 436;932;330;64,90
Kereki;04598;község;1 443;534;220;37,01
Kerékteleki;10995;község;2 945;703;282;23,87
Kerepes;34166;város;2 408;9 968;3 745;413,95
Keresztéte;17066;község;397;26;28;6,55
Kerkabarabás;29489;község;1 029;254;140;24,68
Kerkafalva;15112;község;1 850;93;80;5,03
Kerkakutas;22080;község;2 007;103;95;5,13
Kerkáskápolna;19761;község;920;71;54;7,72
Kerkaszentkirály;09575;község;811;211;115;26,02
Kerkateskánd;32647;község;894;149;97;16,67
Kérsemjén;32869;község;708;287;120;40,54
Kerta;25654;község;1 546;577;242;37,32
Kertészsziget;12618;község;3 911;366;190;9,36
Keszeg;31413;község;995;674;308;67,74
Kesznyéten;29249;község;3 641;1 759;646;48,31
Keszõhidegkút;17640;község;1 033;182;116;17,62
Keszthely;18421;város;7 598;19 652;10 136;258,65
Kesztölc;29577;község;2 200;2 512;1 017;114,18
Keszü;03832;község;731;1 241;432;169,77
Kétbodony;11846;község;1 305;412;235;31,57
Kétegyháza;03461;nagyközség;5 049;3 366;1 727;66,67
Kéthely;11174;község;4 906;2 303;874;46,94
Kétpó;19813;község;6 676;661;304;9,90
Kétsoprony;03106;község;5 124;1 297;580;25,31
Kétújfalu;08572;község;1 630;686;261;42,09
Kétvölgy;19345;község;628;98;70;15,61
Kéty;21731;község;1 652;684;265;41,40
Kevermes;31574;nagyközség;4 334;1 965;1 061;45,34
Kilimán;32267;község;572;220;97;38,46
Kimle;14748;község;3 727;2 241;875;60,13
Kincsesbánya;02343;község;1 087;1 415;613;130,17
Királd;32090;község;788;782;406;99,24
Királyegyháza;20552;község;2 289;876;315;38,27
Királyhegyes;13666;község;2 980;596;341;20,00
Királyszentistván;05421;község;891;479;161;53,76
Kisapáti;07931;község;689;324;153;47,02
Kisapostag;12636;község;958;1 368;575;142,80
Kisar;19424;község;1 543;1 143;391;74,08
Kisasszond;19053;község;784;169;76;21,56
Kisasszonyfa;18908;község;887;207;71;23,34
Kisbabot;02413;község;610;222;108;36,39
Kisbágyon;27243;község;1 024;439;197;42,87
Kisbajcs;22886;község;874;896;293;102,52
Kisbajom;24387;község;1 367;388;172;28,38
Kisbárapáti;24493;község;2 871;348;229;12,12
Kisbárkány;26295;község;803;135;100;16,81
Kisbér;17330;város;5 217;5 373;2 160;102,99
Kisberény;30827;község;746;178;63;23,86
Kisberzseny;29072;község;529;79;59;14,93
Kisbeszterce;05722;község;747;83;36;11,11
Kisbodak;07816;község;910;353;164;38,79
Kisbucsa;21379;község;880;441;185;50,11
Kisbudmér;22868;község;572;97;41;16,96
Kiscsécs;17349;község;413;202;50;48,91
Kiscsehi;16249;község;1 143;172;96;15,05
Kiscsõsz;23700;község;904;104;73;11,50
Kisdér;11183;község;437;102;54;23,34
Kisdobsza;33905;község;995;250;104;25,13
Kisdombegyház;18838;község;1 261;447;266;35,45
Kisdorog;17710;község;2 000;707;287;35,35
Kisecset;33206;község;862;148;145;17,17
Kisfalud;33695;község;1 510;751;310;49,74
Kisfüzes;22460;község;481;119;79;24,74
Kisgörbõ;09812;község;659;148;97;22,46
Kisgyalán;04826;község;941;190;104;20,19
Kisgyõr;22840;község;7 113;1 690;644;23,76
Kishajmás;06831;község;1 176;184;93;15,65
Kisharsány;27021;község;1 293;487;199;37,66
Kishartyán;33400;község;895;529;256;59,11
Kisherend;16975;község;692;191;81;27,60
Kishódos;08509;község;892;82;33;9,19
Kishuta;28875;község;518;281;154;54,25
Kisigmánd;20923;község;1 314;469;201;35,69
Kisjakabfalva;12849;község;662;101;75;15,26
Kiskassa;19910;község;1 333;236;108;17,70
Kiskinizs;03762;község;717;319;126;44,49
Kiskorpád;13781;község;1 695;881;340;51,98
Kisköre;18281;város;6 842;2 849;1 274;41,64
Kiskõrös;09344;város;10 223;13 943;6 729;136,39
Kiskunfélegyháza;20297;város;25 630;29 157;14 567;113,76
Kiskunhalas;32434;város;22 758;27 317;12 661;120,03
Kiskunlacháza;10816;nagyközség;9 350;8 744;3 485;93,52
Kiskunmajsa;24396;város;22 227;11 120;5 346;50,03
Kiskutas;20312;község;469;169;85;36,03
Kisláng;28990;község;5 306;2 447;1 019;46,12
Kisléta;28477;község;2 200;1 877;568;85,32
Kislippó;21616;község;837;262;115;31,30
Kislõd;30173;község;3 818;1 150;441;30,12
Kismányok;06512;község;543;312;130;57,46
Kismarja;15477;község;4 717;1 245;535;26,39
Kismaros;33738;község;1 196;2 229;783;186,37
Kisnamény;16036;község;1 801;314;147;17,43
Kisnána;12502;község;2 260;973;523;43,05
Kisnémedi;05227;község;1 384;689;286;49,78
Kisnyárád;33215;község;903;149;108;16,50
Kisoroszi;29850;község;1 094;963;441;88,03
Kispalád;29300;község;1 674;1 156;185;69,06
Kispáli;16081;község;451;284;115;62,97
Kispirit;04288;község;496;56;61;11,29
Kisrákos;11147;község;1 106;172;104;15,55
Kisrécse;32726;község;342;182;94;53,22
Kisrozvágy;11448;község;834;157;89;18,82
Kissikátor;14702;község;1 038;296;132;28,52
Kissomlyó;05953;község;858;217;150;25,29
Kistamási;12353;község;438;100;44;22,83
Kistapolca;03151;község;357;166;74;46,50
Kistarcsa;34157;város;1 102;12 645;4 752;1147,46
Kistelek;31024;város;6 919;6 960;3 412;100,59
Kistokaj;12399;község;976;2 071;764;212,19
Kistolmács;20941;község;1 220;183;80;15,00
Kistormás;03869;község;1 135;321;125;28,28
Kistótfalu;10746;község;1 050;284;131;27,05
Kisújszállás;25919;város;20 527;11 040;4 718;53,78
Kisunyom;02501;község;1 000;428;180;42,80
Kisvárda;09265;város;3 590;16 277;6 859;453,40
Kisvarsány;12672;község;1 283;1 001;382;78,02
Kisvásárhely;16364;község;435;37;39;8,51
Kisvaszar;09548;község;2 035;323;115;15,87
Kisvejke;31185;község;1 133;391;142;34,51
Kiszombor;26666;nagyközség;6 581;3 722;1 620;56,56
Kiszsidány;15486;község;493;86;40;17,44
Kisszállás;28158;község;9 205;2 382;1 213;25,88
Kisszékely;27766;község;2 830;294;194;10,39
Kisszekeres;09751;község;1 468;561;214;38,22
Kisszentmárton;08651;község;1 486;251;107;16,89
Kissziget;13055;község;707;164;92;23,20
Kisszõlõs;23001;község;649;145;65;22,34
Klárafalva;08253;község;910;471;200;51,76
Kocs;02510;község;5 828;2 517;973;43,19
Kocsér;32771;község;6 728;1 841;976;27,36
Kocsola;22433;község;3 334;1 272;511;38,15
Kocsord;07445;község;2 547;2 927;1 023;114,92
Kóka;31361;község;4 436;4 333;1 807;97,68
Kokad;17455;község;1 610;637;281;39,57
Kolontár;30182;község;2 172;689;278;31,72
Komádi;02167;város;14 465;5 228;2 496;36,14
Komárom;05449;város;6 990;18 805;8 639;269,03
Komjáti;10612;község;1 108;196;140;17,69
Komló;26408;város;4 655;22 997;11 261;494,03
Komlódtótfalu;22336;község;697;112;71;16,07
Komlósd;09858;község;746;150;90;20,11
Komlóska;16559;község;2 987;228;159;7,63
Komoró;27146;község;1 169;1 266;453;108,30
Kompolt;23995;község;2 273;1 940;762;85,35
Kondó;32498;község;1 963;601;218;30,62
Kondorfa;13028;község;2 161;476;299;22,03
Kondoros;10287;város;8 184;4 851;2 476;59,27
Kóny;11262;község;2 887;2 637;1 052;91,34
Konyár;25964;község;4 170;2 202;836;52,81
Kópháza;06895;község;873;2 112;736;241,92
Koppányszántó;21184;község;2 255;293;213;12,99
Korlát;22956;község;791;296;144;37,42
Koroncó;24633;község;2 690;2 131;743;79,22
Kórós;08110;község;1 512;210;86;13,89
Kosd;27687;község;3 409;2 385;913;69,96
Kóspallag;24679;község;1 277;746;312;58,42
Kótaj;23728;község;2 593;4 461;1 519;172,04
Kovácshida;24226;község;809;279;92;34,49
Kovácsszénája;14517;község;783;67;44;8,56
Kovácsvágás;28547;község;2 108;655;220;31,07
Kozárd;13842;község;644;162;131;25,16
Kozármisleny;06336;város;1 445;6 071;2 137;420,14
Kozmadombja;13082;község;763;34;32;4,46
Köblény;25247;község;804;186;106;23,13
Köcsk;04190;község;1 258;235;165;18,68
Kökény;03540;község;490;606;225;123,67
Kõkút;13745;község;2 023;555;129;27,43
Kölcse;16665;nagyközség;2 824;1 454;539;51,49
Kölesd;10463;község;3 813;1 485;612;38,95
Kölked;17899;község;6 194;1 030;383;16,63
Kömlõ;14535;község;4 922;1 879;673;38,18
Kömlõd;07630;község;2 284;1 081;398;47,33
Kömörõ;23612;község;1 637;620;237;37,87
Kömpöc;13806;község;2 998;651;362;21,71
Körmend;13532;város;5 279;11 305;5 081;214,15
Környe;30553;község;4 536;4 463;1 747;98,39
Köröm;26602;község;834;1 410;342;169,06
Kõröshegy;15510;község;2 139;1 352;642;63,21
Körösladány;11615;város;12 379;4 373;1 948;35,33
Körösnagyharsány;10764;község;1 991;492;337;24,71
Köröstarcsa;12900;község;6 280;2 434;1 207;38,76
Kõröstetétlen;32975;község;3 265;836;374;25,60
Körösújfalu;30164;község;2 530;421;270;16,64
Körösszakál;31130;község;1 502;799;355;53,20
Körösszegapáti;08943;község;4 585;991;495;21,61
Kõszárhegy;30650;község;590;1 466;559;248,47
Kõszeg;16832;város;5 466;11 747;5 009;214,91
Kõszegdoroszló;05740;község;965;228;106;23,63
Kõszegpaty;26046;község;1 225;189;79;15,43
Kõszegszerdahely;20109;község;737;465;199;63,09
Kötcse;18148;község;1 954;507;250;25,95
Kötegyán;06804;község;4 295;1 402;705;32,64
Kõtelek;11235;község;4 514;1 611;811;35,69
Kõvágóörs;23454;község;2 209;740;363;33,50
Kõvágószõlõs;15538;község;1 825;1 253;517;68,66
Kõvágótöttös;06992;község;1 394;323;129;23,17
Kövegy;09955;község;971;366;230;37,69
Köveskál;25858;község;1 449;324;169;22,36
Krasznokvajda;19576;község;1 144;496;203;43,36
Kulcs;34209;község;1 673;2 908;1 081;173,82
Kunadacs;05856;község;8 990;1 477;643;16,43
Kunágota;16045;község;6 396;2 591;1 319;40,51
Kunbaja;06044;község;3 372;1 458;741;43,24
Kunbaracs;07728;község;5 511;624;294;11,32
Kuncsorba;05254;község;3 363;618;296;18,38
Kunfehértó;29027;község;7 837;2 064;960;26,34
Kunhegyes;22567;város;14 893;7 660;3 350;51,43
Kunmadaras;23171;nagyközség;15 355;5 356;2 066;34,88
Kunpeszér;31918;község;7 755;692;304;8,92
Kunszállás;31893;község;2 085;1 654;749;79,33
Kunszentmárton;32504;város;14 365;8 202;3 988;57,10
Kunszentmiklós;28130;város;17 211;8 270;3 545;48,05
Kunsziget;31626;község;1 787;1 233;458;69,00
Kup;26541;község;2 478;441;176;17,80
Kupa;18722;község;784;166;77;21,17
Kurd;20507;község;3 119;1 051;481;33,70
Kurityán;11819;község;754;1 537;602;203,85
Kustánszeg;19479;község;1 142;438;216;38,35
Kutas;28857;község;3 655;1 475;522;40,36
Kutasó;19451;község;605;102;75;16,86
Kübekháza;14410;község;2 732;1 402;583;51,32
Külsõsárd;32221;község;152;66;36;43,42
Külsõvat;16142;község;1 931;851;256;44,07
Küngös;04066;község;948;487;181;51,37
Lábatlan;15255;város;2 637;4 803;2 081;182,14
Lábod;28291;község;6 651;1 878;746;28,24
Lácacséke;20844;község;1 625;279;133;17,17
Lad;16258;község;2 235;561;274;25,10
Ladánybene;05786;község;4 074;1 612;727;39,57
Ládbesenyõ;26231;község;1 040;287;123;27,60
Lajoskomárom;07506;nagyközség;7 567;2 183;875;28,85
Lajosmizse;17677;város;16 466;11 363;4 860;69,01
Lak;15857;község;1 976;671;206;33,96
Lakhegy;33792;község;860;447;206;51,98
Lakitelek;06202;nagyközség;5 466;4 476;2 045;81,89
Lakócsa;11040;község;2 532;525;249;20,73
Lánycsók;33330;község;2 540;2 366;866;93,15
Lápafõ;14605;község;931;152;85;16,33
Lapáncsa;06479;község;436;191;75;43,81
Laskod;21290;község;1 359;937;402;68,95
Lasztonya;03434;község;877;76;56;8,67
Látrány;14863;község;2 231;1 310;586;58,72
Lázi;04376;község;1 679;592;235;35,26
Leányfalu;30809;nagyközség;1 537;3 636;1 409;236,56
Leányvár;25487;község;726;1 762;635;242,70
Lébény;33668;város;8 139;3 276;1 248;40,25
Legénd;30395;község;1 841;439;250;23,85
Legyesbénye;11660;község;2 031;1 420;626;69,92
Léh;03531;község;845;388;150;45,92
Lénárddaróc;07038;község;516;239;158;46,32
Lendvadedes;27483;község;402;24;20;5,97
Lendvajakabfa;11475;község;618;21;45;3,40
Lengyel;24411;község;2 003;506;240;25,26
Lengyeltóti;26675;város;3 957;2 920;1 198;73,79
Lenti;12575;város;7 380;7 615;3 534;103,18
Lepsény;07269;nagyközség;3 908;2 976;1 213;76,15
Lesencefalu;17570;község;718;306;154;42,62
Lesenceistvánd;21962;község;1 738;950;388;54,66
Lesencetomaj;17871;község;2 408;1 109;383;46,05
Létavértes;05768;város;11 661;7 096;2 666;60,85
Letenye;12122;város;4 174;4 041;1 593;96,81
Letkés;22682;község;2 455;1 111;433;45,25
Levél;19239;község;2 492;1 865;711;74,84
Levelek;30979;nagyközség;2 572;2 960;957;115,09
Libickozma;32355;község;2 297;27;47;1,18
Lickóvadamos;03054;község;669;179;125;26,76
Liget;17604;község;1 207;369;142;30,57
Ligetfalva;28200;község;473;51;33;10,78
Lipót;16221;község;1 609;725;270;45,06
Lippó;22974;község;1 453;461;206;31,73
Liptód;10038;község;1 499;184;132;12,27
Lispeszentadorján;10889;község;914;259;171;28,34
Liszó;25025;község;2 591;376;167;14,51
Litér;04552;község;1 283;2 162;747;168,51
Litka;28219;község;666;37;46;5,56
Litke;04871;község;1 816;863;340;47,52
Lócs;29081;község;513;122;103;23,78
Lókút;18856;község;1 811;404;203;22,31
Lónya;26091;község;3 548;1 139;394;32,10
Lórév;09140;község;988;294;129;29,76
Lothárd;31389;község;1 046;206;110;19,69
Lovas;05564;község;595;449;182;75,46
Lovasberény;19114;község;6 062;2 570;1 145;42,40
Lovászhetény;24624;község;895;301;113;33,63
Lovászi;28167;község;967;1 193;584;123,37
Lovászpatona;05087;község;4 990;1 085;512;21,74
Lõkösháza;21209;község;5 202;1 697;825;32,62
Lõrinci;30401;város;2 353;5 387;2 324;228,94
Lövõ;31194;község;1 747;1 420;554;81,28
Lövõpetri;07995;község;926;480;220;51,84
Lucfalva;20190;község;1 410;599;226;42,48
Ludányhalászi;02778;község;2 113;1 404;492;66,45
Ludas;15796;község;1 079;731;378;67,75
Lukácsháza;14021;község;936;1 093;389;116,77
Lulla;10010;község;1 039;187;93;18,00
Lúzsok;18865;község;652;226;71;34,66
Mád;03902;község;3 186;2 131;1 142;66,89
Madaras;23357;község;4 931;2 753;1 469;55,83
Madocsa;29337;község;4 333;1 881;832;43,41
Maglóca;26444;község;577;96;52;16,64
Maglód;10922;város;2 238;12 226;4 483;546,29
Mágocs;06813;város;4 254;2 273;949;53,43
Magosliget;29984;község;517;335;89;64,80
Magy;16629;község;2 070;933;320;45,07
Magyaralmás;27678;község;2 242;1 533;605;68,38
Magyaratád;10427;község;1 882;758;323;40,28
Magyarbánhegyes;27906;község;3 656;2 238;1 101;61,21
Magyarbóly;25177;község;1 722;916;369;53,19
Magyarcsanád;05962;község;4 802;1 392;707;28,99
Magyardombegyház;11536;község;765;196;161;25,62
Magyaregregy;29753;község;2 681;725;328;27,04
Magyaregres;25371;község;1 440;567;215;39,38
Magyarföld;08916;község;889;35;29;3,94
Magyargéc;26967;község;1 235;866;295;70,12
Magyargencs;26374;község;3 801;488;268;12,84
Magyarhertelend;05430;község;1 616;601;264;37,19
Magyarhomorog;03683;község;3 957;863;438;21,81
Magyarkeresztúr;13912;község;1 674;417;215;24,91
Magyarkeszi;06017;község;3 816;1 209;614;31,68
Magyarlak;03221;község;762;768;304;100,79
Magyarlukafa;23542;község;1 297;88;49;6,78
Magyarmecske;05412;község;1 195;310;112;25,94
Magyarnádalja;27289;község;385;216;88;56,10
Magyarnándor;32407;község;1 867;1 042;465;55,81
Magyarpolány;20437;község;2 697;1 140;517;42,27
Magyarsarlós;27067;község;803;250;109;31,13
Magyarszecsõd;17288;község;1 126;426;188;37,83
Magyarszék;22600;község;1 386;983;385;70,92
Magyarszentmiklós;02909;község;419;234;102;55,85
Magyarszerdahely;13064;község;1 622;509;164;31,38
Magyarszombatfa;25423;község;1 594;257;134;16,12
Magyartelek;04385;község;684;193;71;28,22
Majosháza;10755;község;1 142;1 574;620;137,83
Majs;27863;község;3 206;918;393;28,63
Makád;04394;község;3 177;1 150;533;36,20
Makkoshotyka;19600;község;1 041;839;291;80,60
Maklár;27696;község;2 801;2 338;975;83,47
Makó;07357;város;22 923;22 546;11 256;98,36
Malomsok;03610;község;2 574;479;241;18,61
Mályi;27395;község;1 128;3 894;1 513;345,21
Mályinka;14915;község;2 421;424;250;17,51
Mánd;02088;község;517;288;107;55,71
Mándok;17826;város;2 891;4 023;1 459;139,16
Mánfa;33923;község;2 770;704;320;25,42
Mány;23490;község;4 472;2 443;860;54,63
Maráza;29920;község;970;181;105;18,66
Marcalgergelyi;29294;község;776;353;174;45,49
Marcali;18500;város;10 440;11 216;5 173;107,43
Marcaltõ;22220;község;2 209;730;334;33,05
Márfa;09450;község;409;177;75;43,28
Máriahalom;22637;község;1 085;573;283;52,81
Máriakálnok;12283;község;1 548;1 885;632;121,77
Máriakéménd;14483;község;1 578;481;213;30,48
Márianosztra;04570;község;2 026;821;383;40,52
Máriapócs;19655;város;2 209;2 130;720;96,42
Markaz;16540;község;2 561;1 752;810;68,41
Márkháza;14641;község;631;259;113;41,05
Márkó;32212;község;3 441;1 283;447;37,29
Markóc;16443;község;579;53;30;9,15
Markotabödöge;06770;község;1 629;478;237;29,34
Maróc;02103;község;516;69;70;13,37
